# Comments on shell extraction
#
# star_pos_pxl:[166.1, 169.1]  # position of star in original datacube pixel (y,x)
# star_pos_wcs:[-62.64006879, 98.9003431]  # position of star in J2000 (dec, ra)
# subcube_size:45  # size in arcsec of each axis of the subcube extracted from the original one.
# rest_line:4861.3  # rest wavelength of the line in angstrom
# wave_range:50  # the range of wavelength considered, centered at rest_line (lambda_blue = rest_line - wave_range/2, lambda_red = rest_line - wave_range/2)
# snr_threshold:2  # when extracting shell, select svoxels with snr greater or equal to this value
# bindata:False  # True if data was binned, False otherwise
# pxl_scl:[0.2 0.2]  # pixel scale in arcsecs (y,x)
# wave_step:1.25  # wavelength step of the cube in angstrom
# minimum_adjacent_pixels:3  # when extracting shell, select those svoxels with at least this number of adjacent svoxels (after applying snr_threshold selection)
# flux_selection:0.1  # when extracting shell, select those svoxels wich flux is greater than flux_selection quantile (after applying minimum_adjacent_pixels selection)
# distance[pc]:501  # distance used to convert PPV into PPP in parsec
# tsn[yrs]:96.5503  # time since nova in years
# vsys[km/s]:1.8  # systemic velocity used to convert PPV into PPP in km/s
# expansion_history:"linear"  # expansion history model used during PPP conversion
# expansion_coeffs:[370]  # coefficients used during PPP conversion (model dependent)
#
# Comments on columns
#
# x,y,z_pxl: svoxel x,y and z position in pixels with respect the central star which is at 0,0,0
# x,y_arcsec: svoxel x and y position in arcsecs in the PPV space with respect the central star
# z_kms: svoxel velocity in km/s in the PPV space with respect the rest_line wavelength
# x,y,z_au: svoxel position in the PPP space in AU with respect the central star
# flux, flux_e: the flux and its uncertainty associated to the svoxel
# snr: lower limit for the signal to noise ratio associated to the svoxel
# belongs_to: if the svoxels belongs to the star, equatorial ring or polar filament
#
x_pxl,y_pxl,z_pxl,x_arcsec,y_arcsec,z_kms,x_au,y_au,z_au,flux,flux_e,snr,belongs_to
10.7,-3.1,-5.01,2.14,-0.62,-386.0,1072.0,-311.0,-7898.0,296.0,40.0,7.0,star
11.7,-3.1,-5.01,2.34,-0.62,-386.0,1172.0,-311.0,-7898.0,155.0,34.0,4.0,star
12.7,-3.1,-5.01,2.54,-0.62,-386.0,1273.0,-311.0,-7898.0,95.0,28.0,3.0,star
13.7,-3.1,-5.01,2.74,-0.62,-386.0,1373.0,-311.0,-7898.0,100.0,29.0,3.0,star
16.7,-3.1,-5.01,3.34,-0.62,-386.0,1673.0,-311.0,-7898.0,42.0,20.0,2.0,star
-23.3,-2.1,-5.01,-4.66,-0.42,-386.0,-2335.0,-210.0,-7898.0,37.0,12.0,3.0,star
-21.3,-2.1,-5.01,-4.26,-0.42,-386.0,-2134.0,-210.0,-7898.0,36.0,15.0,2.0,star
-19.3,-2.1,-5.01,-3.86,-0.42,-386.0,-1934.0,-210.0,-7898.0,48.0,14.0,3.0,star
-18.3,-2.1,-5.01,-3.66,-0.42,-386.0,-1834.0,-210.0,-7898.0,38.0,16.0,2.0,star
-17.3,-2.1,-5.01,-3.46,-0.42,-386.0,-1733.0,-210.0,-7898.0,60.0,18.0,3.0,star
-16.3,-2.1,-5.01,-3.26,-0.42,-386.0,-1633.0,-210.0,-7898.0,36.0,16.0,2.0,star
-15.3,-2.1,-5.01,-3.06,-0.42,-386.0,-1533.0,-210.0,-7898.0,60.0,21.0,2.0,star
-14.3,-2.1,-5.01,-2.86,-0.42,-386.0,-1433.0,-210.0,-7898.0,61.0,23.0,2.0,star
-13.3,-2.1,-5.01,-2.66,-0.42,-386.0,-1333.0,-210.0,-7898.0,88.0,25.0,3.0,star
-12.3,-2.1,-5.01,-2.46,-0.42,-386.0,-1232.0,-210.0,-7898.0,176.0,30.0,5.0,star
-11.3,-2.1,-5.01,-2.26,-0.42,-386.0,-1132.0,-210.0,-7898.0,235.0,34.0,6.0,star
-10.3,-2.1,-5.01,-2.06,-0.42,-386.0,-1032.0,-210.0,-7898.0,283.0,41.0,6.0,star
-9.3,-2.1,-5.01,-1.86,-0.42,-386.0,-932.0,-210.0,-7898.0,321.0,52.0,6.0,star
-8.3,-2.1,-5.01,-1.66,-0.42,-386.0,-832.0,-210.0,-7898.0,556.0,61.0,9.0,star
-7.3,-2.1,-5.01,-1.46,-0.42,-386.0,-731.0,-210.0,-7898.0,988.0,85.0,11.0,star
-6.3,-2.1,-5.01,-1.26,-0.42,-386.0,-631.0,-210.0,-7898.0,1455.0,114.0,12.0,star
-5.3,-2.1,-5.01,-1.06,-0.42,-386.0,-531.0,-210.0,-7898.0,2596.0,155.0,16.0,star
-4.3,-2.1,-5.01,-0.86,-0.42,-386.0,-431.0,-210.0,-7898.0,4225.0,208.0,20.0,star
-3.3,-2.1,-5.01,-0.66,-0.42,-386.0,-331.0,-210.0,-7898.0,6746.0,311.0,21.0,star
-2.3,-2.1,-5.01,-0.46,-0.42,-386.0,-230.0,-210.0,-7898.0,9557.0,456.0,20.0,star
-1.3,-2.1,-5.01,-0.26,-0.42,-386.0,-130.0,-210.0,-7898.0,12655.0,631.0,20.0,star
-0.3,-2.1,-5.01,-0.06,-0.42,-386.0,-30.0,-210.0,-7898.0,14817.0,713.0,20.0,star
0.7,-2.1,-5.01,0.14,-0.42,-386.0,70.0,-210.0,-7898.0,14396.0,715.0,20.0,star
1.7,-2.1,-5.01,0.34,-0.42,-386.0,170.0,-210.0,-7898.0,12815.0,586.0,21.0,star
2.7,-2.1,-5.01,0.54,-0.42,-386.0,271.0,-210.0,-7898.0,9065.0,468.0,19.0,star
3.7,-2.1,-5.01,0.74,-0.42,-386.0,371.0,-210.0,-7898.0,6185.0,347.0,17.0,star
4.7,-2.1,-5.01,0.94,-0.42,-386.0,471.0,-210.0,-7898.0,3795.0,243.0,15.0,star
5.7,-2.1,-5.01,1.14,-0.42,-386.0,571.0,-210.0,-7898.0,2327.0,159.0,14.0,star
6.7,-2.1,-5.01,1.34,-0.42,-386.0,671.0,-210.0,-7898.0,1465.0,119.0,12.0,star
7.7,-2.1,-5.01,1.54,-0.42,-386.0,772.0,-210.0,-7898.0,831.0,87.0,9.0,star
8.7,-2.1,-5.01,1.74,-0.42,-386.0,872.0,-210.0,-7898.0,720.0,67.0,10.0,star
9.7,-2.1,-5.01,1.94,-0.42,-386.0,972.0,-210.0,-7898.0,433.0,55.0,7.0,star
10.7,-2.1,-5.01,2.14,-0.42,-386.0,1072.0,-210.0,-7898.0,255.0,42.0,6.0,star
11.7,-2.1,-5.01,2.34,-0.42,-386.0,1172.0,-210.0,-7898.0,173.0,36.0,4.0,star
12.7,-2.1,-5.01,2.54,-0.42,-386.0,1273.0,-210.0,-7898.0,103.0,29.0,3.0,star
13.7,-2.1,-5.01,2.74,-0.42,-386.0,1373.0,-210.0,-7898.0,100.0,30.0,3.0,star
14.7,-2.1,-5.01,2.94,-0.42,-386.0,1473.0,-210.0,-7898.0,61.0,23.0,2.0,star
16.7,-2.1,-5.01,3.34,-0.42,-386.0,1673.0,-210.0,-7898.0,42.0,20.0,2.0,star
-21.3,-1.1,-5.01,-4.26,-0.22,-386.0,-2134.0,-110.0,-7898.0,58.0,15.0,3.0,star
-18.3,-1.1,-5.01,-3.66,-0.22,-386.0,-1834.0,-110.0,-7898.0,40.0,16.0,2.0,star
-16.3,-1.1,-5.01,-3.26,-0.22,-386.0,-1633.0,-110.0,-7898.0,38.0,18.0,2.0,star
-15.3,-1.1,-5.01,-3.06,-0.22,-386.0,-1533.0,-110.0,-7898.0,48.0,22.0,2.0,star
-13.3,-1.1,-5.01,-2.66,-0.22,-386.0,-1333.0,-110.0,-7898.0,97.0,30.0,3.0,star
-12.3,-1.1,-5.01,-2.46,-0.22,-386.0,-1232.0,-110.0,-7898.0,206.0,35.0,5.0,star
-11.3,-1.1,-5.01,-2.26,-0.22,-386.0,-1132.0,-110.0,-7898.0,223.0,38.0,5.0,star
-10.3,-1.1,-5.01,-2.06,-0.22,-386.0,-1032.0,-110.0,-7898.0,276.0,45.0,6.0,star
-9.3,-1.1,-5.01,-1.86,-0.22,-386.0,-932.0,-110.0,-7898.0,390.0,59.0,6.0,star
-8.3,-1.1,-5.01,-1.66,-0.22,-386.0,-832.0,-110.0,-7898.0,738.0,74.0,9.0,star
-7.3,-1.1,-5.01,-1.46,-0.22,-386.0,-731.0,-110.0,-7898.0,1067.0,96.0,11.0,star
-6.3,-1.1,-5.01,-1.26,-0.22,-386.0,-631.0,-110.0,-7898.0,1531.0,134.0,11.0,star
-5.3,-1.1,-5.01,-1.06,-0.22,-386.0,-531.0,-110.0,-7898.0,2862.0,186.0,15.0,star
-4.3,-1.1,-5.01,-0.86,-0.22,-386.0,-431.0,-110.0,-7898.0,4811.0,254.0,18.0,star
-3.3,-1.1,-5.01,-0.66,-0.22,-386.0,-331.0,-110.0,-7898.0,7125.0,368.0,19.0,star
-2.3,-1.1,-5.01,-0.46,-0.22,-386.0,-230.0,-110.0,-7898.0,10857.0,548.0,19.0,star
-1.3,-1.1,-5.01,-0.26,-0.22,-386.0,-130.0,-110.0,-7898.0,15446.0,759.0,20.0,star
-0.3,-1.1,-5.01,-0.06,-0.22,-386.0,-30.0,-110.0,-7898.0,17678.0,866.0,20.0,star
0.7,-1.1,-5.01,0.14,-0.22,-386.0,70.0,-110.0,-7898.0,16160.0,840.0,19.0,star
1.7,-1.1,-5.01,0.34,-0.22,-386.0,170.0,-110.0,-7898.0,13992.0,676.0,20.0,star
2.7,-1.1,-5.01,0.54,-0.22,-386.0,271.0,-110.0,-7898.0,10518.0,535.0,19.0,star
3.7,-1.1,-5.01,0.74,-0.22,-386.0,371.0,-110.0,-7898.0,6606.0,383.0,17.0,star
4.7,-1.1,-5.01,0.94,-0.22,-386.0,471.0,-110.0,-7898.0,3888.0,270.0,14.0,star
5.7,-1.1,-5.01,1.14,-0.22,-386.0,571.0,-110.0,-7898.0,2706.0,176.0,15.0,star
6.7,-1.1,-5.01,1.34,-0.22,-386.0,671.0,-110.0,-7898.0,1771.0,130.0,13.0,star
7.7,-1.1,-5.01,1.54,-0.22,-386.0,772.0,-110.0,-7898.0,1107.0,97.0,11.0,star
8.7,-1.1,-5.01,1.74,-0.22,-386.0,872.0,-110.0,-7898.0,752.0,73.0,10.0,star
9.7,-1.1,-5.01,1.94,-0.22,-386.0,972.0,-110.0,-7898.0,571.0,60.0,9.0,star
10.7,-1.1,-5.01,2.14,-0.22,-386.0,1072.0,-110.0,-7898.0,396.0,46.0,8.0,star
11.7,-1.1,-5.01,2.34,-0.22,-386.0,1172.0,-110.0,-7898.0,208.0,39.0,5.0,star
12.7,-1.1,-5.01,2.54,-0.22,-386.0,1273.0,-110.0,-7898.0,96.0,29.0,3.0,star
13.7,-1.1,-5.01,2.74,-0.22,-386.0,1373.0,-110.0,-7898.0,187.0,31.0,5.0,star
-16.3,-0.1,-5.01,-3.26,-0.02,-386.0,-1633.0,-10.0,-7898.0,48.0,19.0,2.0,star
-15.3,-0.1,-5.01,-3.06,-0.02,-386.0,-1533.0,-10.0,-7898.0,53.0,23.0,2.0,star
-14.3,-0.1,-5.01,-2.86,-0.02,-386.0,-1433.0,-10.0,-7898.0,93.0,27.0,3.0,star
-13.3,-0.1,-5.01,-2.66,-0.02,-386.0,-1333.0,-10.0,-7898.0,92.0,30.0,3.0,star
-12.3,-0.1,-5.01,-2.46,-0.02,-386.0,-1232.0,-10.0,-7898.0,131.0,34.0,3.0,star
-11.3,-0.1,-5.01,-2.26,-0.02,-386.0,-1132.0,-10.0,-7898.0,201.0,39.0,5.0,star
-10.3,-0.1,-5.01,-2.06,-0.02,-386.0,-1032.0,-10.0,-7898.0,276.0,44.0,6.0,star
-9.3,-0.1,-5.01,-1.86,-0.02,-386.0,-932.0,-10.0,-7898.0,365.0,58.0,6.0,star
-8.3,-0.1,-5.01,-1.66,-0.02,-386.0,-832.0,-10.0,-7898.0,673.0,68.0,9.0,star
-7.3,-0.1,-5.01,-1.46,-0.02,-386.0,-731.0,-10.0,-7898.0,1018.0,88.0,11.0,star
-6.3,-0.1,-5.01,-1.26,-0.02,-386.0,-631.0,-10.0,-7898.0,1736.0,119.0,14.0,star
-5.3,-0.1,-5.01,-1.06,-0.02,-386.0,-531.0,-10.0,-7898.0,2882.0,167.0,17.0,star
-4.3,-0.1,-5.01,-0.86,-0.02,-386.0,-431.0,-10.0,-7898.0,4877.0,231.0,21.0,star
-3.3,-0.1,-5.01,-0.66,-0.02,-386.0,-331.0,-10.0,-7898.0,7773.0,352.0,22.0,star
-2.3,-0.1,-5.01,-0.46,-0.02,-386.0,-230.0,-10.0,-7898.0,11786.0,542.0,21.0,star
-1.3,-0.1,-5.01,-0.26,-0.02,-386.0,-130.0,-10.0,-7898.0,15978.0,740.0,21.0,star
-0.3,-0.1,-5.01,-0.06,-0.02,-386.0,-30.0,-10.0,-7898.0,19045.0,867.0,21.0,star
0.7,-0.1,-5.01,0.14,-0.02,-386.0,70.0,-10.0,-7898.0,17132.0,802.0,21.0,star
1.7,-0.1,-5.01,0.34,-0.02,-386.0,170.0,-10.0,-7898.0,14728.0,634.0,23.0,star
2.7,-0.1,-5.01,0.54,-0.02,-386.0,271.0,-10.0,-7898.0,10833.0,502.0,21.0,star
3.7,-0.1,-5.01,0.74,-0.02,-386.0,371.0,-10.0,-7898.0,6952.0,370.0,18.0,star
4.7,-0.1,-5.01,0.94,-0.02,-386.0,471.0,-10.0,-7898.0,3940.0,258.0,15.0,star
5.7,-0.1,-5.01,1.14,-0.02,-386.0,571.0,-10.0,-7898.0,2582.0,160.0,16.0,star
6.7,-0.1,-5.01,1.34,-0.02,-386.0,671.0,-10.0,-7898.0,1641.0,116.0,14.0,star
7.7,-0.1,-5.01,1.54,-0.02,-386.0,772.0,-10.0,-7898.0,1048.0,88.0,11.0,star
8.7,-0.1,-5.01,1.74,-0.02,-386.0,872.0,-10.0,-7898.0,637.0,64.0,9.0,star
9.7,-0.1,-5.01,1.94,-0.02,-386.0,972.0,-10.0,-7898.0,485.0,54.0,8.0,star
10.7,-0.1,-5.01,2.14,-0.02,-386.0,1072.0,-10.0,-7898.0,302.0,40.0,7.0,star
11.7,-0.1,-5.01,2.34,-0.02,-386.0,1172.0,-10.0,-7898.0,226.0,34.0,6.0,star
12.7,-0.1,-5.01,2.54,-0.02,-386.0,1273.0,-10.0,-7898.0,162.0,27.0,5.0,star
13.7,-0.1,-5.01,2.74,-0.02,-386.0,1373.0,-10.0,-7898.0,112.0,29.0,3.0,star
14.7,-0.1,-5.01,2.94,-0.02,-386.0,1473.0,-10.0,-7898.0,83.0,23.0,3.0,star
15.7,-0.1,-5.01,3.14,-0.02,-386.0,1573.0,-10.0,-7898.0,93.0,22.0,4.0,star
19.7,-0.1,-5.01,3.94,-0.02,-386.0,1974.0,-10.0,-7898.0,41.0,17.0,2.0,star
-13.3,0.9,-5.01,-2.66,0.18,-386.0,-1333.0,90.0,-7898.0,103.0,28.0,3.0,star
-11.3,0.9,-5.01,-2.26,0.18,-386.0,-1132.0,90.0,-7898.0,160.0,35.0,4.0,star
-10.3,0.9,-5.01,-2.06,0.18,-386.0,-1032.0,90.0,-7898.0,278.0,43.0,6.0,star
-9.3,0.9,-5.01,-1.86,0.18,-386.0,-932.0,90.0,-7898.0,272.0,56.0,4.0,star
-6.3,0.9,-5.01,-1.26,0.18,-386.0,-631.0,90.0,-7898.0,1695.0,122.0,13.0,star
-5.3,0.9,-5.01,-1.06,0.18,-386.0,-531.0,90.0,-7898.0,2857.0,175.0,16.0,star
-4.3,0.9,-5.01,-0.86,0.18,-386.0,-431.0,90.0,-7898.0,4635.0,246.0,18.0,star
-3.3,0.9,-5.01,-0.66,0.18,-386.0,-331.0,90.0,-7898.0,7311.0,375.0,19.0,star
-0.3,0.9,-5.01,-0.06,0.18,-386.0,-30.0,90.0,-7898.0,16442.0,860.0,19.0,star
0.7,0.9,-5.01,0.14,0.18,-386.0,70.0,90.0,-7898.0,14550.0,799.0,18.0,star
3.7,0.9,-5.01,0.74,0.18,-386.0,371.0,90.0,-7898.0,6292.0,370.0,16.0,star
4.7,0.9,-5.01,0.94,0.18,-386.0,471.0,90.0,-7898.0,3955.0,272.0,14.0,star
5.7,0.9,-5.01,1.14,0.18,-386.0,571.0,90.0,-7898.0,2437.0,169.0,14.0,star
6.7,0.9,-5.01,1.34,0.18,-386.0,671.0,90.0,-7898.0,1581.0,124.0,12.0,star
9.7,0.9,-5.01,1.94,0.18,-386.0,972.0,90.0,-7898.0,460.0,58.0,7.0,star
10.7,0.9,-5.01,2.14,0.18,-386.0,1072.0,90.0,-7898.0,293.0,44.0,6.0,star
11.7,0.9,-5.01,2.34,0.18,-386.0,1172.0,90.0,-7898.0,195.0,37.0,5.0,star
12.7,0.9,-5.01,2.54,0.18,-386.0,1273.0,90.0,-7898.0,145.0,29.0,4.0,star
15.7,0.9,-5.01,3.14,0.18,-386.0,1573.0,90.0,-7898.0,57.0,24.0,2.0,star
18.7,0.9,-5.01,3.74,0.18,-386.0,1874.0,90.0,-7898.0,38.0,18.0,2.0,star
-19.3,1.9,-5.01,-3.86,0.38,-386.0,-1934.0,190.0,-7898.0,40.0,12.0,3.0,star
-17.3,1.9,-5.01,-3.46,0.38,-386.0,-1733.0,190.0,-7898.0,47.0,16.0,2.0,star
-16.3,1.9,-5.01,-3.26,0.38,-386.0,-1633.0,190.0,-7898.0,48.0,15.0,3.0,star
-15.3,1.9,-5.01,-3.06,0.38,-386.0,-1533.0,190.0,-7898.0,63.0,21.0,2.0,star
-14.3,1.9,-5.01,-2.86,0.38,-386.0,-1433.0,190.0,-7898.0,76.0,23.0,3.0,star
-13.3,1.9,-5.01,-2.66,0.38,-386.0,-1333.0,190.0,-7898.0,70.0,26.0,2.0,star
-12.3,1.9,-5.01,-2.46,0.38,-386.0,-1232.0,190.0,-7898.0,112.0,29.0,3.0,star
-11.3,1.9,-5.01,-2.26,0.38,-386.0,-1132.0,190.0,-7898.0,173.0,34.0,5.0,star
-10.3,1.9,-5.01,-2.06,0.38,-386.0,-1032.0,190.0,-7898.0,276.0,42.0,6.0,star
-9.3,1.9,-5.01,-1.86,0.38,-386.0,-932.0,190.0,-7898.0,388.0,55.0,6.0,star
-6.3,1.9,-5.01,-1.26,0.38,-386.0,-631.0,190.0,-7898.0,1487.0,117.0,12.0,star
-5.3,1.9,-5.01,-1.06,0.38,-386.0,-531.0,190.0,-7898.0,2542.0,162.0,15.0,star
-4.3,1.9,-5.01,-0.86,0.38,-386.0,-431.0,190.0,-7898.0,4033.0,219.0,18.0,star
-3.3,1.9,-5.01,-0.66,0.38,-386.0,-331.0,190.0,-7898.0,5775.0,309.0,18.0,star
-0.3,1.9,-5.01,-0.06,0.38,-386.0,-30.0,190.0,-7898.0,11350.0,602.0,18.0,star
0.7,1.9,-5.01,0.14,0.38,-386.0,70.0,190.0,-7898.0,9611.0,562.0,17.0,star
3.7,1.9,-5.01,0.74,0.38,-386.0,371.0,190.0,-7898.0,4873.0,302.0,16.0,star
4.7,1.9,-5.01,0.94,0.38,-386.0,471.0,190.0,-7898.0,3133.0,231.0,13.0,star
5.7,1.9,-5.01,1.14,0.38,-386.0,571.0,190.0,-7898.0,2063.0,148.0,13.0,star
6.7,1.9,-5.01,1.34,0.38,-386.0,671.0,190.0,-7898.0,1313.0,112.0,11.0,star
9.7,1.9,-5.01,1.94,0.38,-386.0,972.0,190.0,-7898.0,420.0,56.0,7.0,star
10.7,1.9,-5.01,2.14,0.38,-386.0,1072.0,190.0,-7898.0,235.0,43.0,5.0,star
11.7,1.9,-5.01,2.34,0.38,-386.0,1172.0,190.0,-7898.0,173.0,37.0,4.0,star
12.7,1.9,-5.01,2.54,0.38,-386.0,1273.0,190.0,-7898.0,153.0,30.0,4.0,star
13.7,1.9,-5.01,2.74,0.38,-386.0,1373.0,190.0,-7898.0,115.0,30.0,3.0,star
14.7,1.9,-5.01,2.94,0.38,-386.0,1473.0,190.0,-7898.0,55.0,24.0,2.0,star
-26.3,2.9,-5.01,-5.26,0.58,-386.0,-2635.0,291.0,-7898.0,38.0,12.0,3.0,equatorial
-21.3,2.9,-5.01,-4.26,0.58,-386.0,-2134.0,291.0,-7898.0,47.0,14.0,3.0,star
-20.3,2.9,-5.01,-4.06,0.58,-386.0,-2034.0,291.0,-7898.0,42.0,15.0,2.0,star
-18.3,2.9,-5.01,-3.66,0.58,-386.0,-1834.0,291.0,-7898.0,65.0,14.0,4.0,star
-17.3,2.9,-5.01,-3.46,0.58,-386.0,-1733.0,291.0,-7898.0,53.0,17.0,3.0,star
-16.3,2.9,-5.01,-3.26,0.58,-386.0,-1633.0,291.0,-7898.0,62.0,16.0,3.0,star
-15.3,2.9,-5.01,-3.06,0.58,-386.0,-1533.0,291.0,-7898.0,48.0,20.0,2.0,star
-14.3,2.9,-5.01,-2.86,0.58,-386.0,-1433.0,291.0,-7898.0,60.0,23.0,2.0,star
-13.3,2.9,-5.01,-2.66,0.58,-386.0,-1333.0,291.0,-7898.0,136.0,29.0,4.0,star
-12.3,2.9,-5.01,-2.46,0.58,-386.0,-1232.0,291.0,-7898.0,146.0,31.0,4.0,star
-11.3,2.9,-5.01,-2.26,0.58,-386.0,-1132.0,291.0,-7898.0,121.0,33.0,3.0,star
-10.3,2.9,-5.01,-2.06,0.58,-386.0,-1032.0,291.0,-7898.0,247.0,43.0,5.0,star
-9.3,2.9,-5.01,-1.86,0.58,-386.0,-932.0,291.0,-7898.0,305.0,54.0,5.0,star
-8.3,2.9,-5.01,-1.66,0.58,-386.0,-832.0,291.0,-7898.0,526.0,63.0,8.0,star
-7.3,2.9,-5.01,-1.46,0.58,-386.0,-731.0,291.0,-7898.0,763.0,87.0,8.0,star
-6.3,2.9,-5.01,-1.26,0.58,-386.0,-631.0,291.0,-7898.0,1018.0,114.0,8.0,star
-5.3,2.9,-5.01,-1.06,0.58,-386.0,-531.0,291.0,-7898.0,1880.0,156.0,12.0,star
-4.3,2.9,-5.01,-0.86,0.58,-386.0,-431.0,291.0,-7898.0,2612.0,200.0,13.0,star
-3.3,2.9,-5.01,-0.66,0.58,-386.0,-331.0,291.0,-7898.0,3618.0,263.0,13.0,star
-2.3,2.9,-5.01,-0.46,0.58,-386.0,-230.0,291.0,-7898.0,4963.0,339.0,14.0,star
-1.3,2.9,-5.01,-0.26,0.58,-386.0,-130.0,291.0,-7898.0,6526.0,416.0,15.0,star
-0.3,2.9,-5.01,-0.06,0.58,-386.0,-30.0,291.0,-7898.0,7140.0,451.0,15.0,star
0.7,2.9,-5.01,0.14,0.58,-386.0,70.0,291.0,-7898.0,6113.0,436.0,14.0,star
1.7,2.9,-5.01,0.34,0.58,-386.0,170.0,291.0,-7898.0,5671.0,376.0,15.0,star
2.7,2.9,-5.01,0.54,0.58,-386.0,271.0,291.0,-7898.0,4531.0,316.0,14.0,star
3.7,2.9,-5.01,0.74,0.58,-386.0,371.0,291.0,-7898.0,3520.0,258.0,13.0,star
4.7,2.9,-5.01,0.94,0.58,-386.0,471.0,291.0,-7898.0,2318.0,208.0,11.0,star
5.7,2.9,-5.01,1.14,0.58,-386.0,571.0,291.0,-7898.0,1621.0,144.0,11.0,star
6.7,2.9,-5.01,1.34,0.58,-386.0,671.0,291.0,-7898.0,1108.0,113.0,9.0,star
7.7,2.9,-5.01,1.54,0.58,-386.0,772.0,291.0,-7898.0,617.0,89.0,6.0,star
8.7,2.9,-5.01,1.74,0.58,-386.0,872.0,291.0,-7898.0,572.0,72.0,7.0,star
9.7,2.9,-5.01,1.94,0.58,-386.0,972.0,291.0,-7898.0,385.0,59.0,6.0,star
10.7,2.9,-5.01,2.14,0.58,-386.0,1072.0,291.0,-7898.0,190.0,46.0,4.0,star
11.7,2.9,-5.01,2.34,0.58,-386.0,1172.0,291.0,-7898.0,145.0,40.0,3.0,star
12.7,2.9,-5.01,2.54,0.58,-386.0,1273.0,291.0,-7898.0,123.0,33.0,3.0,star
13.7,2.9,-5.01,2.74,0.58,-386.0,1373.0,291.0,-7898.0,73.0,31.0,2.0,star
14.7,2.9,-5.01,2.94,0.58,-386.0,1473.0,291.0,-7898.0,100.0,26.0,3.0,star
15.7,2.9,-5.01,3.14,0.58,-386.0,1573.0,291.0,-7898.0,120.0,26.0,4.0,star
16.7,2.9,-5.01,3.34,0.58,-386.0,1673.0,291.0,-7898.0,56.0,23.0,2.0,star
-21.3,3.9,-5.01,-4.26,0.78,-386.0,-2134.0,391.0,-7898.0,47.0,14.0,3.0,star
-19.3,3.9,-5.01,-3.86,0.78,-386.0,-1934.0,391.0,-7898.0,46.0,13.0,3.0,star
-17.3,3.9,-5.01,-3.46,0.78,-386.0,-1733.0,391.0,-7898.0,58.0,18.0,3.0,star
-15.3,3.9,-5.01,-3.06,0.78,-386.0,-1533.0,391.0,-7898.0,42.0,21.0,2.0,star
-14.3,3.9,-5.01,-2.86,0.78,-386.0,-1433.0,391.0,-7898.0,77.0,25.0,3.0,star
-13.3,3.9,-5.01,-2.66,0.78,-386.0,-1333.0,391.0,-7898.0,113.0,29.0,3.0,star
-12.3,3.9,-5.01,-2.46,0.78,-386.0,-1232.0,391.0,-7898.0,125.0,32.0,3.0,star
-11.3,3.9,-5.01,-2.26,0.78,-386.0,-1132.0,391.0,-7898.0,137.0,35.0,3.0,star
-10.3,3.9,-5.01,-2.06,0.78,-386.0,-1032.0,391.0,-7898.0,181.0,42.0,4.0,star
-9.3,3.9,-5.01,-1.86,0.78,-386.0,-932.0,391.0,-7898.0,228.0,52.0,4.0,star
-6.3,3.9,-5.01,-1.26,0.78,-386.0,-631.0,391.0,-7898.0,703.0,95.0,7.0,star
-5.3,3.9,-5.01,-1.06,0.78,-386.0,-531.0,391.0,-7898.0,1337.0,123.0,10.0,star
-4.3,3.9,-5.01,-0.86,0.78,-386.0,-431.0,391.0,-7898.0,1826.0,149.0,12.0,star
-3.3,3.9,-5.01,-0.66,0.78,-386.0,-331.0,391.0,-7898.0,2495.0,184.0,13.0,star
-0.3,3.9,-5.01,-0.06,0.78,-386.0,-30.0,391.0,-7898.0,4175.0,272.0,15.0,star
0.7,3.9,-5.01,0.14,0.78,-386.0,70.0,391.0,-7898.0,3953.0,272.0,14.0,star
3.7,3.9,-5.01,0.74,0.78,-386.0,371.0,391.0,-7898.0,2483.0,189.0,13.0,star
4.7,3.9,-5.01,0.94,0.78,-386.0,471.0,391.0,-7898.0,1700.0,159.0,10.0,star
5.7,3.9,-5.01,1.14,0.78,-386.0,571.0,391.0,-7898.0,1231.0,113.0,10.0,star
6.7,3.9,-5.01,1.34,0.78,-386.0,671.0,391.0,-7898.0,846.0,91.0,9.0,star
9.7,3.9,-5.01,1.94,0.78,-386.0,972.0,391.0,-7898.0,233.0,51.0,4.0,star
10.7,3.9,-5.01,2.14,0.78,-386.0,1072.0,391.0,-7898.0,222.0,41.0,5.0,star
11.7,3.9,-5.01,2.34,0.78,-386.0,1172.0,391.0,-7898.0,190.0,36.0,5.0,star
12.7,3.9,-5.01,2.54,0.78,-386.0,1273.0,391.0,-7898.0,116.0,29.0,3.0,star
13.7,3.9,-5.01,2.74,0.78,-386.0,1373.0,391.0,-7898.0,86.0,29.0,2.0,star
-17.3,4.9,-5.01,-3.46,0.98,-386.0,-1733.0,491.0,-7898.0,52.0,18.0,2.0,star
-12.3,4.9,-5.01,-2.46,0.98,-386.0,-1232.0,491.0,-7898.0,91.0,29.0,3.0,star
-11.3,4.9,-5.01,-2.26,0.98,-386.0,-1132.0,491.0,-7898.0,131.0,34.0,3.0,star
-10.3,4.9,-5.01,-2.06,0.98,-386.0,-1032.0,491.0,-7898.0,186.0,41.0,4.0,star
-9.3,4.9,-5.01,-1.86,0.98,-386.0,-932.0,491.0,-7898.0,193.0,50.0,3.0,star
-6.3,4.9,-5.01,-1.26,0.98,-386.0,-631.0,491.0,-7898.0,522.0,79.0,6.0,star
